candidate_id,title_ko,content_type,address,review_status,category,subcategory,reason,canonical_id_ref,needs_new_category
busan-VB-1695,우시산 인 부산,experience,부산광역시 수영구 망미번영로 69-1 비콘그라운드 K동 113호,manual_review,,,"""우시산 인 부산"" — 수영구 주소, 업종(찻집·갤러리?) 불명",,
busan-VB-1683,부산 바다와 강에서 만난 치유 체험,experience,임랑‧일광‧송정‧해운대‧광안리‧송도‧다대포 해수욕장 / APEC 나루공원 / 영도 아미르 공원 (홈페이지 참조),reference_only,,,"""바다와 강 치유 체험"" 가이드, 복수 장소 목록",,
busan-VB-1680,해운대 한눈에 담은 프리미엄 스파&워터파크 클럽디오아시스,experience,부산광역시 해운대구 달맞이길 30 엘시티,duplicate_suspected,accommodation,spa_hotel,클럽디오아시스(엘시티 내 스파) — accommodation 연계 중복 추정,busan-K-00675,
busan-VB-1624,무공해 질주 본능 스카이라인루지 부산,experience,부산광역시 기장군 기장읍 기장해안로 205,ready_for_candidate,attraction,adventure_ride,"스카이라인루지 부산, 기장군 체험 시설",,
busan-VB-1418,한식 러버를 위한 쿠킹클래스 in 부산,experience,,reference_only,,,"""한식 쿠킹클래스 in 부산"" — 주소 없음, 복수 업체 안내 추정",,
busan-VB-1364,"강, 바다 야경을 동시에! 해운대리버크루즈",experience,부산광역시 해운대구 수영강변대로 85,ready_for_candidate,attraction,river_cruise,"해운대리버크루즈, 해운대구 수영강 선착장",,
busan-VB-1316,뮤지엄 원,experience,"부산광역시 해운대구 센텀서로 20, 뮤지엄 원",ready_for_candidate,attraction,art_museum,"뮤지엄 원, 해운대구 센텀서로",,
busan-VB-1315,태종대에서 즐기는 스쿠버다이빙,experience,부산광역시 영도구 감지길87번길 19,ready_for_candidate,nature,diving,"태종대 스쿠버다이빙, 영도구 감지길 전문 업체",,
busan-VB-1312,우리 아이 취향저격! 부산 어린이 워터파크 3,experience,부산어린이대공원 키드키득파크 : 부산광역시 부산진구 새싹로 295 어린이공원 내 부산시민공원 물놀이마당 : 부산광역시 부산진구 시민공원로 73 부산시민공원 내 민락수변공원 어린이워터파크 : 부산광역시 수영구 민락수변로 129,reference_only,,,"""부산 어린이 워터파크 3"" — 복수 시설 목록",,
busan-VB-1187,원데이클래스로 채우는 나만의 색,experience,"오랜지바다 : 부산광역시 수영구 광안해변로 245-1 미솜공방 : 부산광역시 동래구 온천천로453번길 29(안락동, 백조연립) 커스텀팩토리 : 부산 부산진구 백양대로 227 한국신발관 B1 & 7F",reference_only,,,"""원데이클래스로 채우는 나만의 색"" — 복수 공방 목록",,
busan-VB-1177,아트다 아트 꿀잼 아트,experience,캐비네 드 쁘아송 (아난티코브 미디어아트 갤러리) 부산광역시 기장군 기장읍 기장해안로 268-31,manual_review,,,아트다 아트(아난티코브 미디어아트관?) — 호텔 부속 시설 여부 확인 필요,,
busan-VB-1157,부산에서 공해 없이 가을 타기,experience,화명생태공원 부산광역시 북구 화명동 1718-17 스카이라인루지 부산 부산광역시 기장군 기장읍 시랑리 산60-1,ready_for_candidate,nature,ecological_park,"화명생태공원 가을 산책, 북구 고정 공원",,
busan-VB-1093,부산칠드런스뮤지엄,experience,부산광역시 기장군 기장읍 기장해안로 172 스타테라스 2F,ready_for_candidate,attraction,children_museum,"부산칠드런스뮤지엄, 기장군 어린이 박물관",,
busan-VB-1066,드림씨어터,experience,"부산시 남구 전포대로 133, 3층 드림씨어터 (문현동, IFC부산 오슬로파크)",ready_for_candidate,attraction,theater,"드림씨어터, 남구 전포대로 소극장",,
busan-VB-1063,한지러브,experience,"부산광역시 해운대구 우동 마린시티2로 2, 마린파크 406호",ready_for_candidate,attraction,craft_center,"한지러브, 해운대구 마린시티 한지 공예",,
busan-VB-1057,민속마당,experience,부산 기장군 철마면 송정리 585-11 민속마당,ready_for_candidate,attraction,folk_village,"민속마당, 기장군 철마면 체험 마을",,
busan-VB-1034,문화예술촌 공방,experience,부산광역시 부산진구 시민공원로 73 (범전동),ready_for_candidate,attraction,art_center,"문화예술촌 공방, 진구 시민공원로",,
busan-VB-996,부산엑스더스카이 전망대,experience,부산광역시 해운대구 달맞이길 30,ready_for_candidate,attraction,observatory,"부산엑스더스카이 전망대, 해운대구 달맞이길",,
busan-VB-990,탐방선과 자전거로 즐기는 재미있는 생태여행,experience,낙동강생태탐방선：부산광역시 사하구 하단동 1149-10 을숙도생태공원 내 을숙도 선착장 을숙도자전거투어：부산광역시 사하구 하단동 1149-38 을숙도기후생태교육공원,duplicate_suspected,nature,ecological_tour,낙동강생태탐방선 자전거 — busan-VB-336과 동일 운영주 중복 추정,VB-336,
busan-VB-986,금정산성문화체험촌,experience,부산광역시 금정구 죽전2길 42,ready_for_candidate,attraction,cultural_village,"금정산성문화체험촌, 금정구 체험 마을",,
busan-VB-839,강물 따라 유유히 카약을 즐기다,experience,부산광역시 사상구 삼락동 29-21 삼락수상레포츠타운(삼락오토캠핑장 옆),ready_for_candidate,nature,water_sports,"낙동강 카약, 사상구 삼락동 고정 운영",,
busan-VB-44,직접 만나는 바다 부산아쿠아리움,experience,부산광역시 해운대구 해운대해변로 266,ready_for_candidate,attraction,aquarium,"부산아쿠아리움, 해운대 해변로 대형 수족관",,
busan-VB-338,한국 서핑의 시작? 바로 부산 서핑!,experience,부산 해운대구 송정동 712-2,reference_only,,,"""부산 서핑"" 지역 가이드 — VB-139(서프홀릭 특정 업체)와 중복",,
busan-VB-339,패들보드와 함께 발견하는 자연의 경이로움,experience,광안리 해양레포츠센터: 부산광역시 수영구 광안해변로 54번길 222 광안리해양레포츠센터 다대포 해양레포츠센터 부산광역시 사하구 몰운대 1길 52,ready_for_candidate,nature,water_sports,"패들보드, 광안리 해양레포츠센터 고정 운영",,
busan-VB-43,"미래를 비추는 거울, 아이들의 공간 키자니아",experience,부산광역시 해운대구 센텀4로 15 센텀시티몰 4층,ready_for_candidate,attraction,children_theme_park,"키자니아 부산, 해운대구 센텀 어린이 체험관",,
busan-VB-448,"빳빳한 도복 자락에 담긴 한국의 정신, 태권도",experience,부산 남구 황령대로492번길 8 10층 대영태권도,ready_for_candidate,attraction,martial_arts,"태권도 체험, 남구 고정 도장",,
busan-VB-447,어묵 천국 부산에서 내 어묵 만들기!,experience,,reference_only,,,"""어묵 만들기"" 가이드 — 주소 없음, 특정 업체 미지정",,
busan-VB-446,살아있음을 느껴라! 산악자전거 라이딩,experience,부산광역시 북구 화명동 1718-17,ready_for_candidate,nature,outdoor_activity,"산악자전거 라이딩, 북구 화명동 고정 코스",,
busan-VB-518,부산 로컬푸드 쿠킹클래스,experience,부산광역시 서구 구덕로 186번길 15 2층,manual_review,,,"부산 로컬푸드 쿠킹클래스(서구 구덕로 186번길 1) — VB-481(15번지)과 같은 거리, 동일 시설 여부 확인 필요",,
busan-VB-336,"낙동강을 따라 떠나는 생태여행, 낙동강생태탐방선",experience,부산광역시 사하구 하단동 1149-10(을숙도생태공원 내) 부산광역시 북구 덕천동 763(화명생태공원 내),ready_for_candidate,nature,ecological_tour,"낙동강생태탐방선, 사하구 하단동 고정 선착장",,
busan-VB-139,서프홀릭 서핑 체험 프로그램,experience,"부산 해운대구 송정해변로 50 1층, 2층 서프홀릭",ready_for_candidate,nature,surfing_school,"서프홀릭, 송정해변 고정 서핑스쿨",,
busan-VB-429,"바다와 음악, 버스커와 관객이 만드는 최고의 무대",experience,부산광역시 해운대구 해운대해변로 264(해운대해수욕장),ready_for_candidate,event,street_performance,"광안리 버스킹 무대, 기간 한정 이벤트",,
busan-VB-434,캠핑하며 바다와 강을 즐겨라! 부산 캠핑장,experience,삼락생태공원오토캠핑장 부산광역시 사상구 삼락동 29-59 화명생태공원오토캠핑장 부산광역시 북구 낙동강자전거길 1425 (덕천동) 야구장 주차장 p5 옆 화명오토캠핑장,reference_only,,,"""부산 캠핑장"" 복수 시설 목록",,
busan-VB-481,직접 만드는 한국의 맛!,experience,부산광역시 서구 구덕로186번길 15 2층,manual_review,,,"직접 만드는 한국의 맛(서구 구덕로 186번길 15) — VB-518과 같은 거리, 동일 시설 여부 확인 필요",,
busan-VB-473,"실내에서도 짜릿하게 즐긴다, 실내놀이 종결자",experience,,reference_only,,,"""실내놀이 종결자"" 복수 시설 가이드, 주소 없음",,
busan-VB-474,온천 힐링,experience,,reference_only,,,"""온천 힐링"" 일반 가이드, 주소 없음",,
busan-VB-140,부산요트투어(요트탈래),experience,부산광역시 해운대구 동백로52 더베이101 요트투어 매표소,ready_for_candidate,attraction,yacht_tour,"요트탈래 요트투어, 해운대구 더베이101 고정 선착장",,
busan-VB-482,"일상 속 쉼표를 찍는 시간, 템플스테이",experience,부산 부산진구 백양산로 138,ready_for_candidate,attraction,temple_stay,"템플스테이, 진구 백양산로 사찰",,
busan-VB-401,선상에서 즐겨라! 부산 크루즈 유람선,experience,,reference_only,,,"""부산 크루즈 유람선"" 복수 업체 가이드, 주소 없음",,
busan-VB-530,주말 소풍으로 딱 좋은 농장체험,experience,부산광역시 강서구 봉죽길91번길 65-38(두루팜),ready_for_candidate,nature,farm_experience,"강서구 농장 체험, 고정 농장 주소 보유",,
busan-VB-436,"맨발로 걷기 좋은 황토숲길, 회동수원지를 거닐다",experience,부산광역시 금정구 수원지로,ready_for_candidate,nature,walking_trail,"회동수원지 황토숲길, 금정구 산책로",,
busan-VB-542,다누비열차,experience,,manual_review,,,"""다누비열차"" — 주소 없음, 낙동강 생태열차 여부 별도 확인 필요",,
